age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
44.660156715038774,Private,117945.77476848915,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.650035617054264,United-States,>50K
52.81441572685012,Private,128264.01987625455,Bachelors,15.814415726850118,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,68.76277151233413,United-States,>50K
54.892628877080966,Private,141597.62043037408,HS-grad,9.510737112291903,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,47.44631443854048,United-States,>50K
50.168269891341005,Private,30008.52884822993,Bachelors,12.903845776376567,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,44.87980722047071,United-States,>50K
30.30064664623481,Private,207153.09429526707,HS-grad,9.650323323117405,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
40.63144850887797,Private,105823.88856275356,Assoc-voc,14.158068654829364,Never-married,Exec-managerial,Husband,White,Male,13971.602165419721,0.0,47.89517163707341,United-States,>50K
44.21423116384977,Private,187250.66391912382,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
46.097795666477964,Private,180345.1300210641,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,46.902204333522036,United-States,>50K
55.4601261591113,Private,72653.08513240732,Bachelors,7.888955844311046,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,14203.37407052177,0.0,35.17423970231147,United-States,>50K
48.401362895237746,Private,230605.13282515088,Bachelors,8.358396856140223,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
48.77422125268164,Private,161011.4835662205,Some-college,9.760608289191406,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,42.47878342161719,United-States,>50K
48.428144880692024,Private,268022.0,Bachelors,11.856289761384048,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,51.429637798269944,United-States,>50K
49.427209357701386,Private,44232.35912278591,Masters,13.586107725710892,Never-married,Prof-specialty,Not-in-family,White,Male,99999.0,0.0,49.172215451421785,United-States,>50K
51.86788746878882,Private,430065.88311727415,Masters,6.657012056915483,Married-civ-spouse,Exec-managerial,Husband,White,Male,1598.291330456398,0.0,47.809959810281725,United-States,>50K
39.72990862903381,Private,111495.10715397849,Bachelors,12.243302876344604,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,27.299086290338096,United-States,>50K
48.87045588650278,Private,248294.39939379122,Some-college,10.153609862324021,Married-civ-spouse,Sales,Husband,White,Male,7467.329271568513,0.0,40.0,United-States,>50K
57.42842410423772,Private,215906.72730918537,Masters,10.428630358304913,Married-civ-spouse,Sales,Husband,White,Male,0.0,1771.6380985668784,41.07147276872868,United-States,>50K
51.73356905800937,Private,289815.18302782334,Bachelors,10.696270104665626,Married-civ-spouse,Exec-managerial,Husband,White,Male,8010.373058460184,0.0,46.740675261664066,United-States,>50K
42.82861445774164,Private,224225.57133077786,Bachelors,12.22855969334319,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
