mcg,gvh,alm,mit,erl,pox,vac,nuc,localization.site
0.6907230145446208,0.48126527545308645,0.38054226090846566,0.1501807536361552,0.5,0.0,0.5483732172746032,0.22,ME2
0.6292672458220121,0.5356716913298222,0.4103663770889939,0.15506106284816565,0.5,0.0,0.5348168114555031,0.22,ME2
0.7935764541844266,0.5664235458155734,0.39927063744672026,0.29072936255327975,0.5,0.0,0.5756941832622937,0.22,ME2
0.8409940635374857,0.6322996933790862,0.45298219061245737,0.5077003066209138,0.5,0.0,0.518323439229143,0.283353121541714,ME2
0.6951165895388687,0.5546502313833938,0.4155829476943438,0.20023317907773752,0.5,0.0,0.43395069415018117,0.3720919366139594,ME2
0.81,0.8609315893952981,0.37046579469764906,0.39883759697008514,0.5,0.0,0.5244187984850426,0.22,ME2
0.7584357445703328,0.5046448633481911,0.44535513665180887,0.29075817624442835,0.5,0.0,0.5269193920814761,0.39298480203690267,ME2
0.8420221838611571,0.755425402305549,0.36117137925005904,0.365425402305549,0.5,0.0,0.4734032184443919,0.22,ME2
0.7103525630735503,0.5156169853787133,0.3952644223051628,0.1550881407683876,0.5,0.0,0.5042067330845116,0.22,ME2
0.703636673818141,0.5663633261818589,0.35818336909070525,0.21909339054512839,0.5,0.0,0.526363326181859,0.2518166309092948,ME2
0.8225230909302792,0.7549907636278883,0.367587745535061,0.37751385455816755,0.5,0.0,0.5200184727442234,0.22,ME2
0.8010129152439456,0.74,0.5394935423780273,0.3646077491463674,0.5,0.0,0.5264051660975783,0.2671896678048435,ME2
0.6902110714172499,0.48189964275524916,0.37915571433100037,0.15084428566899963,0.5,0.0,0.5495778571655002,0.22105535708624954,ME2
0.8267235201152708,0.7810606277632436,0.5805303138816218,0.4169886770560817,0.5,0.0,0.5305303138816219,0.2589393722367564,ME2
0.7965730848597012,0.580329133350959,0.40812197575437104,0.2762439515087422,0.5,0.0,0.5853049393859276,0.22,ME2
0.6986878873102085,0.5147515492408343,0.38434394365510427,0.20212732386125143,0.5,0.0,0.5369681690346871,0.22,ME2
