V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-3.3665411995461048,2.5689866807159936,-5.1375903344335985,3.047724743873288,-4.2610832161398395,-0.27113662266975913,-3.443399941459982,1.9514582617592737,-2.6767967714442786,-5.356754075773561,3.2431735514224957,-5.3597141004569,0.08143043754038215,-5.284427973212733,-0.14358893522916394,-5.586031051163911,-10.064975644425054,-3.328580826654915,2.5956289036128863,-0.2293341771637123,0.8977760401413972,0.28114021866940986,0.20002194133603418,-0.40641700127631325,-0.06989550352032547,-0.31043837304080757,0.468382588811209,-0.19638604745230043,310.5618432869087,fraud
-16.91965706140601,10.6303062454381,-20.116795057954565,6.1243038447419105,-13.196813641510829,-4.130338521690889,-14.53569853472522,10.89051905635243,-4.086699397650606,-9.704936620103354,6.299140506902077,-9.27155906919782,-0.08788074351394548,-9.898285916324255,-0.07647255656618857,-7.688382665572963,-14.228506765038286,-5.069607305128329,1.454297530783815,1.4718043798885039,1.616325564293027,-1.011118969808484,-0.729811571026699,0.13138459707331923,0.9350509904455031,-0.2538079995067728,1.530151611160944,0.4884103243107354,99.77279198995302,fraud
-13.0865194204794,7.35214833905529,-18.256576111808,10.6485054461688,-11.7314764509112,-3.65916740569145,-14.8736579646075,8.81047267511276,-5.4182040716445,-13.2025771482197,6.35722736343626,-15.5316111795156,0.659694875353275,-11.4123295951252,-2.44757607431839,-9.83374302098841,-18.1746174349071,-7.269904593126,0.623796611777714,-1.37629840858733,2.7611570593153,-0.266161809571132,-0.412860724865388,0.519952215674181,-0.743908960008006,-0.167808225140728,-2.498300252188,-0.711066151912636,30.31,fraud
-3.8512729676204582,6.714654796974442,-11.03711097998987,9.132809036995855,-3.193428003366746,-3.0648282627104626,-8.931834966917016,3.0689575529817814,-5.953505201500149,-12.55372526519356,10.748188831449669,-17.885894807443197,-0.31627391215221656,-17.613361782700135,-0.8301262010176115,-10.716578036465213,-16.797714365641035,-5.872120997884505,0.45321795192845327,1.3226724824862595,1.9124590294267065,0.044384818905462614,-0.22541161100509072,-0.6895464711331191,0.54939266762464,0.5381694401986346,1.732500976870602,0.8457284378447277,0.6851309231745906,fraud
-6.71340697159693,3.92110415204576,-9.74667821737542,5.14826254938013,-5.15156271985187,-2.09938865681113,-5.93776683170198,3.57877960420447,-4.6849517505833,-8.53775768653457,6.34897930341209,-8.68160893168352,0.251179384774619,-11.6080022570993,-0.351568782034355,-5.36356643348466,-11.9390915052116,-3.58360287020043,0.897402406121681,0.135711322729059,0.954272201927517,-0.45108644858101,0.127214424071711,-0.339449869297565,0.394095513633807,1.07529509891805,1.6499059092424,-0.394905372194808,252.92,fraud
-0.6079512123662005,3.0509239920367763,-3.246632609732696,4.364378597211247,3.5097093213627226,-2.344693673450013,1.0030278621137567,-1.8363902937600547,-2.8134349555990177,-2.60474535353216,1.9613229439638826,-2.491184119088176,-2.3047987891451562,-6.906273752884509,0.10376095089916235,2.450899862412682,6.566213975478676,2.5476132184079145,-3.4662070841639183,0.2361001392621126,-0.820548364790017,-0.18385838157801207,-0.9050769836471129,-0.18795170640857078,1.0937428828770954,0.43321431472230487,0.01877671521030659,0.3243994221460672,0.8620440303689585,fraud
-12.502884039911663,11.89982961972288,-9.411479767205762,3.0642019035156647,-4.415104485469614,5.3156149252350255,-17.558719900656385,-34.77551507852639,-0.3383964433787491,-4.811326099580896,4.1927206224294125,-4.377324130662458,-1.8029474611328091,-8.658924141085407,-0.35747228196355607,-5.827117928801,-6.029128730006128,-2.950612137406577,0.07051625931574958,-3.4186205876173297,25.57984655128745,-8.346786329645488,4.881618157461933,-0.5765162389548734,0.26739338785841976,-0.05070774470307265,1.1738908683330294,0.8889354890485685,1.0,fraud
-0.6227341087726974,1.3347314405441288,-0.6345830793062901,1.7936637346662636,1.999994888343929,-1.0187174654373425,0.4982892989940474,0.03388762193463087,-0.4324342837113135,-2.319782950740582,0.39644098573802533,-0.6206391522034949,0.13816309704284807,-5.100016519954481,0.3963782047485984,0.819456289502198,3.963218305949896,1.6310699524969074,-0.24824735161344558,0.1644533394720376,-0.31855293213709623,-0.7340825491103623,-0.2963564996553256,-0.746517505131401,0.3199518491264403,-0.2593082943866696,0.08202586453622553,0.11118968723331873,1.0,fraud
-0.754105526134517,4.464336825768905,-6.109024449226442,6.267936018232582,0.9508447097614592,-3.219983030620612,-1.6659191957928696,0.32482681773042227,-3.2146680459563397,-6.718213465183066,6.385888424289555,-10.11431719293143,-0.3367850602310961,-11.128837766648799,-1.2448107653487945,-2.2095658468679202,-2.1363605996037847,0.12227407383185654,-1.9919214119880786,0.5253297495260031,0.46963178515248716,-0.5236584468276745,-0.6221938137381855,-0.04208510192950604,1.3287021417472296,0.4309112226899142,0.8023532123096747,0.5369912678703896,1.0,fraud
0.9934849967651246,0.14499930957711096,-0.50063795145761,2.5418178842293084,0.9942939826648421,2.270890698052792,-0.8870460979388879,-0.25170265000731673,0.11155840024364261,0.6945960420746814,0.7074937531661035,-1.6969999315557522,0.5775110620187309,0.8584228019319822,-1.6644027621797148,0.13661515659727147,0.9493129909894054,-0.584335616754044,-0.6212225405278762,-0.007473024892618918,-0.28625619419289133,0.7243807301218825,0.019910519577326383,-1.1187603450458872,-0.056763481884992736,0.19124505645350098,-0.011566910261051697,-0.0024724635410963147,32.645512418935475,fraud
-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,fraud
-3.531319361483649,3.453563993710592,-6.70263150302341,4.1146858225027385,-3.67897121047038,-1.0908544203414579,-4.354703068861074,2.3382919365039285,-3.5300641800349513,-6.995455767532136,4.938298225233877,-7.107886278995137,0.03040573750833285,-9.372711614821924,-0.33550349592668616,-5.418107237311448,-10.229285110854176,-2.774598981202003,1.913906913186154,0.6107353304581499,0.93070326662742,-0.10591168425994077,0.05626683623373549,-0.6586906702654498,0.24041921817408557,0.21962877628238792,1.2527812102759823,0.14799656164452665,244.33937726001886,fraud
-1.5349971598076002,2.2754475392365716,-5.848995921267673,3.3439803644546293,-0.20538369656194805,-1.43882441256851,-3.8634337298260557,1.4476002649656086,-1.4548197620215555,-5.25092214838147,4.58383478306348,-7.743453969663368,1.1679087533486605,-5.288733267232668,-0.1844830949395253,-4.631961169254131,-4.847457455152272,-1.1102051690425705,3.395945659938114,0.5123374084071022,0.6270699103335268,-0.09059283499252403,-0.47312279096785603,-0.3627041119665438,0.05370558795739627,1.0635639713638272,0.46312147515535673,-0.09672875997491122,0.769959800123939,fraud
-4.163032425060122,3.396712789520218,-5.4293816438130005,3.8846613877897003,-2.7470728725803517,-1.2387527660154705,-5.658437377283674,1.4012661626047476,-2.599252352387883,-5.8243874633027035,3.7781549731554755,-6.355038299675117,-0.6368917977626444,-7.450421996349131,0.3904037967254264,-6.266383337240903,-8.851877298349507,-3.776614865370239,1.586282345452779,-0.011554012784888879,2.036629442813437,-0.054451390025007644,0.013647333166702413,-0.3480683796347503,-0.15646460872318418,-0.2019145027022719,0.3326455420434905,-0.010510507994402674,1.0,fraud
1.1968627257117188,3.203442576540389,-6.060443545509444,5.644495546648237,1.6230886381288183,-2.118017528786548,-0.8361717833889619,0.15271045250407325,-3.0494472683791365,-3.9977342132758267,3.9347635566250907,-4.392447272157144,-0.22192347769741036,-10.415906267557892,-0.20296966916126186,0.3286736468186154,0.3222781009883845,1.1019026051455276,-2.0539351666569035,0.33746851749888107,0.10876923886244881,-0.8370058419288152,-0.05082335348127902,0.26315672817280644,0.3889050899910613,0.05770047414412918,0.4891534874172603,0.335089934943996,0.0,fraud
-9.26682816056562,6.410047557570096,-12.308353984379561,8.278024735648678,-8.920053597560438,-3.1009389332276793,-12.486712851290347,5.973388139561038,-5.883689905840256,-13.296382500874914,7.388448326975933,-14.54618560395205,0.630607742346859,-14.400534329919276,0.5831914076149791,-11.854418640968824,-19.529471531294554,-7.078542395618406,3.5251798108969403,0.14422504354368537,2.4670358584733507,0.49955553263436625,-0.3416567606956419,0.46738500245964193,0.34246477254747265,0.3065974790936717,0.27356668100298176,-0.013133455977735853,84.6841131894369,fraud
-16.600905714678706,9.411566614355568,-23.467622465193376,11.836590874641285,-9.617235424574963,-2.47818962168231,-17.080223875952928,1.5689576689698603,-6.278130883289136,-12.966360134656215,9.63878601012339,-13.81483548487899,0.8642504859927987,-13.413699581320815,-0.3882575384018336,-7.812811145244923,-11.736413029099152,-4.752535035054472,0.6041648871378514,0.9960481491223103,-2.3401081795514225,0.9910750228451872,1.2118176511135073,-1.0489152290608468,-0.004302023680868738,0.6680100533750244,2.1163125238019616,-1.4184678515783111,1.0,fraud
-7.856577184405047,5.800795342181063,-9.656754337361907,7.87416935119996,-7.8421305453534815,-2.6107661059858938,-11.255832399415413,4.952904349261378,-6.9320924492798035,-12.078792609087824,6.997423618750094,-13.729569381480948,0.7156094008550994,-13.79310015132156,0.6273390350827361,-11.986753922290672,-22.367329677689405,-8.242647195467905,2.834025933933539,0.5651905318129825,2.347835494297131,0.5208450824496414,0.07828558582301541,0.5248960202932071,0.5541511856693865,0.3645484343998884,1.2605364829346035,0.1500523378278299,86.79607547317944,fraud
